"ID","nombrecompleto","INSTITUCION","Pais","LatLong","ano","CostoPasajes","CostoViaticos","informeNumber"
2371,"Félix Wing","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2015,,210,"No"
2372,"Tulio Mosquera","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2015,,2835,"No"
2373,"Rosilena Lindo","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2015,,105,"No"
2374,"Yaoska Ruiz","Ministerio del Ambiente","guatemala","15,5:-90,25'",2015,,315,"No"
2375,"Elba Cortés","Ministerio del Ambiente","guatemala","15,5:-90,25'",2015,,315,"No"
2376,"Sharon Quinn","Ministerio del Ambiente","méxico","23:-102'",2015,,315,"No"
2377,"Bolivar Jaén","Ministerio del Ambiente","argentina","-34:-64'",2015,,945,"No"
2378,"Hermel López","Ministerio del Ambiente","argentina","-34:-64'",2015,,945,"No"
2379,"Glenón Álvarez","Ministerio del Ambiente","argentina","-34:-64'",2015,,945,"No"
2380,"Ana Aguilar","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2015,,315,"No"
2381,"María Barrios","Ministerio del Ambiente","corea del sur","37:127,5'",2015,,1440,"No"
2382,"Emilio Sempris","Ministerio del Ambiente","alemania","51,5:10,5'",2015,,4200,"No"
2383,"Ana Domínguez","Ministerio del Ambiente","alemania","51,5:10,5'",2015,,1620,"No"
2384,"Ana Carmen","Ministerio del Ambiente","chile","-30:-71'",2015,,405,"No"
2385,"Pedro Vivar","Ministerio del Ambiente","costa rica","10:-84'",2015,,840,"No"
2386,"Rosilena Lindo","Ministerio del Ambiente","francia","46:2'",2015,,3000,"No"
2387,"Félix Wing","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2015,,315,"No"
2388,"Yamil Sánchez","Ministerio del Ambiente","perú","-10:-76'",2015,,315,"No"
2389,"Juan Jaén","Ministerio del Ambiente","perú","-10:-76'",2015,,315,"No"
2390,"Roney Samaniego","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2015,,630,"No"
2391,"Rosilena Lindo","Ministerio del Ambiente","francia","46:2'",2015,,11400,"No"
2392,"Emilio Sempris","Ministerio del Ambiente","francia","46:2'",2015,,10200,"No"
2393,"Jorge Andreve","Ministerio del Ambiente","francia","46:2'",2015,,3720,"No"
2394,"Juan Monterrey","Ministerio del Ambiente","francia","46:2'",2015,,8400,"No"
2395,"Ana Domínguez","Ministerio del Ambiente","francia","46:2'",2015,,11400,"No"
2396,"Mirei Endara","Ministerio del Ambiente","francia","46:2'",2015,,2400,"No"
2397,"Mirei Endara","Ministerio del Ambiente","francia","46:2'",2015,,3600,"No"
2398,"Ana Carmen","Ministerio del Ambiente","chile","-30:-71'",2016,,1125,"No"
2399,"Mirei Endara","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,1500,"No"
2400,"Marino Abrego","Ministerio del Ambiente","perú","-10:-76'",2016,,600,"No"
2401,"Zuleika Pinzón","Ministerio del Ambiente","bélgica","50,833333:4'",2016,,900,"No"
2402,"Eric Núñez","Ministerio del Ambiente","nicaragua","13:-85'",2016,,600,"No"
2403,"Williams Robles","Ministerio del Ambiente","bolivia","-17:-65'",2016,,600,"No"
2404,"Agustín Rodríguez","Ministerio del Ambiente","bolivia","-17:-65'",2016,,600,"No"
2405,"Carlos Moreno","Ministerio del Ambiente","bolivia","-17:-65'",2016,,600,"No"
2406,"Narciso Gónzalez","Ministerio del Ambiente","méxico","23:-102'",2016,,300,"No"
2407,"Ana Concepción","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,500,"No"
2408,"Félix Magallón","Ministerio del Ambiente","bolivia","-17:-65'",2016,,600,"No"
2409,"Porfirio Molina","Ministerio del Ambiente","méxico","23:-102'",2016,,300,"No"
2410,"Arelys Fuentes","Ministerio del Ambiente","trinidad y tobago","11:-61'",2016,,600,"No"
2411,"Ana Domínguez","Ministerio del Ambiente","méxico","23:-102'",2016,,400,"No"
2412,"Félix Wing","Ministerio del Ambiente","honduras","15:-86,5'",2016,,200,"No"
2413,"Carlos Sánchez","Ministerio del Ambiente","perú","-10:-76'",2016,,500,"No"
2414,"Alvaro Sánchez","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,600,"No"
2415,"Sila Boya","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,600,"No"
2416,"Zuleima Guillen","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2417,"Zeidy Llorente","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2418,"Esquivel Ramírez","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2016,,5500,"No"
2419,"Marío Santamaría","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2016,,3500,"No"
2420,"Bolivar Jaén","Ministerio del Ambiente","honduras","15:-86,5'",2016,,400,"No"
2421,"Angel Araúz","Ministerio del Ambiente","república dominicana","19:-70,666667'",2016,,,"No"
2422,"Carmen Medina","Ministerio del Ambiente","costa rica","10:-84'",2016,,400,"No"
2423,"Anthony Vega","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2424,"Darío Luque","Ministerio del Ambiente","colombia","4:-72'",2016,,600,"No"
2425,"Neyra Herrera","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,300,"No"
2426,"Félix Wing","Ministerio del Ambiente","república dominicana","19:-70,666667'",2016,,200,"No"
2427,"Isis Góndola","Ministerio del Ambiente","uruguay","-33:-56'",2016,,300,"No"
2428,"Manuel Ortega","Ministerio del Ambiente","honduras","15:-86,5'",2016,,400,"No"
2429,"Jorge Jaén","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,500,"No"
2430,"Darío Luque","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,500,"No"
2431,"Angely Véliz","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,500,"No"
2432,"Félix Wing","Ministerio del Ambiente","kenia","1:38'",2016,,1050,"No"
2433,"Emilio Sempris","Ministerio del Ambiente","canadá","60:-96'",2016,,2400,"No"
2434,"Rosilena Lindo","Ministerio del Ambiente","alemania","51,5:10,5'",2016,,2250,"No"
2435,"Esquivel Ramírez","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2016,,5500,"No"
2436,"Marío Santamaría","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2016,,3500,"No"
2437,"Eduardo Villar","Ministerio del Ambiente","china","35:105'",2016,,3450,"No"
2438,"Félix Wing","Ministerio del Ambiente","honduras","15:-86,5'",2016,,200,"No"
2439,"Alexis Quiroz","Ministerio del Ambiente","colombia","4:-72'",2016,,500,"No"
2440,"Mirei Endara","Ministerio del Ambiente","cuba","22:-79,5'",2016,,250,"No"
2441,"Carlos González","Ministerio del Ambiente","colombia","4:-72'",2016,,400,"No"
2442,"Krissel Sandoval","Ministerio del Ambiente","argentina","-34:-64'",2016,,500,"No"
2443,"Porfirio Molina","Ministerio del Ambiente","perú","-10:-76'",2016,,300,"No"
2444,"Darío Luque","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2016,,300,"No"
2445,"Jorge García","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2016,,300,"No"
2446,"Gladys Villarreal","Ministerio del Ambiente","uruguay","-33:-56'",2016,,400,"No"
2447,"Guillermo Nicholson","Ministerio del Ambiente","perú","-10:-76'",2016,,400,"No"
2448,"Mirta Benítez","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,200,"No"
2449,"Sila Boya","Ministerio del Ambiente","méxico","23:-102'",2016,,300,"No"
2450,"Luis Lezcano","Ministerio del Ambiente","colombia","4:-72'",2016,,2800,"No"
2451,"Raúl Díaz","Ministerio del Ambiente","colombia","4:-72'",2016,,2800,"No"
2452,"Francisco Barría","Ministerio del Ambiente","colombia","4:-72'",2016,,2800,"No"
2453,"María Gutiérrez","Ministerio del Ambiente","colombia","4:-72'",2016,,400,"No"
2454,"Victor Corro","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,300,"No"
2455,"Jorge Dominguez","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2016,,200,"No"
2456,"Evelyn Montero","Ministerio del Ambiente","china","35:105'",2016,,3600,"No"
2457,"Miguel Rodríguez","Ministerio del Ambiente","china","35:105'",2016,,3600,"No"
2458,"Emilio Sempris","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,375,"No"
2459,"José Santamaría","Ministerio del Ambiente","colombia","4:-72'",2016,,600,"No"
2460,,"Ministerio del Ambiente","turquía","39,059012:34,911546'",2016,,5400,"No"
2461,"Ana Lopez","Ministerio del Ambiente","turquía","39,059012:34,911546'",2016,,5400,"No"
2462,"Samuel Valdés","Ministerio del Ambiente","turquía","39,059012:34,911546'",2016,,5400,"No"
2463,"Alfonso Serrano","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2464,"Leovigildo Vargas","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2465,"Edgar Morales","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2466,"José Araúz","Ministerio del Ambiente","costa rica","10:-84'",2016,,300,"No"
2467,"Ana Candanedo","Ministerio del Ambiente","méxico","23:-102'",2016,,300,"No"
2468,"Camilo Samaniego","Ministerio del Ambiente","méxico","23:-102'",2016,,700,"No"
2469,"Erwin Romero","Ministerio del Ambiente","méxico","23:-102'",2016,,700,"No"
2470,"Dalia Vargas","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2016,,300,"No"
2471,"Fidencio Ortega","Ministerio del Ambiente","méxico","23:-102'",2016,,1100,"No"
2472,"Félix Wing","Ministerio del Ambiente","honduras","15:-86,5'",2016,,1600,"No"
2473,"Jorge Bonilla","Ministerio del Ambiente","bolivia","-17:-65'",2016,,400,"No"
2474,"Judit Amaya","Ministerio del Ambiente","república dominicana","19:-70,666667'",2016,,300,"No"
2475,"Rogelio Slopis","Ministerio del Ambiente","costa rica","10:-84'",2016,,400,"No"
2476,"Yariseth Acevedo","Ministerio del Ambiente","japón","36:138'",2016,,3450,"No"
2477,"Milagros Díaz","Ministerio del Ambiente","chile","-30:-71'",2016,,375,"No"
2478,"Félix Wing","Ministerio del Ambiente","república dominicana","19:-70,666667'",2016,,500,"No"
2479,"Hilaria López","Ministerio del Ambiente","costa rica","10:-84'",2016,,200,"No"
2480,"Raúl Gutierrez","Ministerio del Ambiente","ghana","8:-2'",2016,,1050,"No"
2481,"Raisa Alvarado","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,600,"No"
2482,"José Cerrud","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,500,"No"
2483,"Neyra Herrera","Ministerio del Ambiente","bahamas","24:-76'",2016,,300,"No"
2484,"Israel Tejada","Ministerio del Ambiente","colombia","4:-72'",2016,,1600,"No"
2485,"Jocelyn Mosaquites","Ministerio del Ambiente","colombia","4:-72'",2016,,1600,"No"
2486,"Lissette Trejos","Ministerio del Ambiente","argentina","-34:-64'",2016,,500,"No"
2487,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",2016,,1200,"No"
2488,"Ana Lopez","Ministerio del Ambiente","costa rica","10:-84'",2016,,1200,"No"
2489,"Roberto Bonilla","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2490,"Itzel Vejas","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2491,"José Araúz","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2492,"Viterbo Villarreal","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2493,"Jocelyn Mosaquites","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2494,"Edgar Morales","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2495,"Nicomedes Jiménez","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2496,"Eder Cedeño","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2497,"Ana Lopez","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2498,"Israel Tejada","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2499,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",2016,,2400,"No"
2500,"Jonathan Núñez","Ministerio del Ambiente","israel","31,5:34,75'",2016,,7800,"No"
2501,"Danya Vásquez","Ministerio del Ambiente","israel","31,5:34,75'",2016,,7800,"No"
2502,"Zoraya Castrellon","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,600,"No"
2503,"Mercedes Ochoa","Ministerio del Ambiente","brasil","-10:-55'",2016,,2500,"No"
2504,"Antonella Finis","Ministerio del Ambiente","brasil","-10:-55'",2016,,2000,"No"
2505,"Marcial Arias","Ministerio del Ambiente","honduras","15:-86,5'",2016,,600,"No"
2506,"Félix Wing","Ministerio del Ambiente","chile","-30:-71'",2016,,625,"No"
2507,"Graciela González","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,400,"No"
2508,"Cynthia Murgas","Ministerio del Ambiente","paraguay","-22,993333:-57,996389'",2016,,2000,"No"
2509,"Itzel Rangel","Ministerio del Ambiente","paraguay","-22,993333:-57,996389'",2016,,2000,"No"
2510,"Bolivar Jaén","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2016,,400,"No"
2511,"Félix Magallón","Ministerio del Ambiente","japón","36:138'",2016,,5400,"No"
2512,"Elba Cortés","Ministerio del Ambiente","méxico","23:-102'",2016,,200,"No"
2513,"Carolina Wong","Ministerio del Ambiente","méxico","23:-102'",2016,,300,"No"
2514,"Noel Trejos","Ministerio del Ambiente","méxico","23:-102'",2016,,400,"No"
2515,"Noel Trejos","Ministerio del Ambiente","kenia","1:38'",2016,,1050,"No"
2516,"Lissette Trejos","Ministerio del Ambiente","méxico","23:-102'",2016,,600,"No"
2517,"Emilio Sempris","Ministerio del Ambiente","canadá","60:-96'",2016,,2400,"No"
2518,"René López","Ministerio del Ambiente","marruecos","32:-5'",2016,,2400,"No"
2519,"Jorge Andreve","Ministerio del Ambiente","marruecos","32:-5'",2016,,2100,"No"
2520,"Edgar Murillo","Ministerio del Ambiente","corea del sur","37:127,5'",2016,,2250,"No"
2521,"Genoveva Quintero","Ministerio del Ambiente","colombia","4:-72'",2016,,400,"No"
2522,"Omar Abrego","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,500,"No"
2523,"Marisol Dimas","Ministerio del Ambiente","guatemala","15,5:-90,25'",2016,,400,"No"
2524,"Mercedes Ochoa","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2016,,600,"No"
2525,"Rosilena Lindo","Ministerio del Ambiente","brasil","-10:-55'",2016,,500,"No"
2526,"Nicomedes Jiménez","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,400,"No"
2527,"Ana Domínguez","Ministerio del Ambiente","marruecos","32:-5'",2016,,2100,"No"
2528,"Israel Torres","Ministerio del Ambiente","nicaragua","13:-85'",2016,,300,"No"
2529,"Lissette Trejos","Ministerio del Ambiente","colombia","4:-72'",,,500,"No"
2530,"Ricardo Ycaza","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,400,"No"
2531,"Pedro Vivar","Ministerio del Ambiente","colombia","4:-72'",2016,,500,"No"
2532,"Didiel González","Ministerio del Ambiente","colombia","4:-72'",2016,,500,"No"
2533,"Jorge Jaén","Ministerio del Ambiente","ecuador","-2:-77,5'",2016,,500,"No"
2534,"Félix Bonilla","MINSA","ecuador","-2:-77,5'",2014,,,"No"
2535,"Karima Torres","MINSA","el salvador","13,833333:-88,916667'",2014,,,"No"
2536,"Cesar Cubilla","MINSA","perú","-10:-76'",2014,,,"No"
2537,"Josip De Lora","MINSA","honduras","15:-86,5'",2014,,,"No"
2538,"Franklin Garrido","MINSA","méxico","23:-102'",2014,,420,"No"
2539,"Itza Barahona","MINSA","guatemala","15,5:-90,25'",2014,,210,"No"
2540,"Ricardo Goti","MINSA","el salvador","13,833333:-88,916667'",2014,,420,"No"
2541,"Dayara Martinez","MINSA","el salvador","13,833333:-88,916667'",2014,,420,"No"
2542,"Elda Velarde","MINSA","uruguay","-33:-56'",2014,,420,"No"
2543,"Edgardo Villalobos","MINSA","uruguay","-33:-56'",2014,,420,"No"
2544,"Mariela Barrera","MINSA","el salvador","13,833333:-88,916667'",2014,,420,"No"
2545,"Rafael Perez","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,675,"No"
2546,"Ermila Osorio","MINSA","el salvador","13,833333:-88,916667'",2014,,210,"No"
2547,"Galo Macias","MINSA","el salvador","13,833333:-88,916667'",2014,,210,"No"
2548,"Zelibeth Valverde","MINSA","suiza","47:8'",2014,,,"No"
2549,"Ileana Brea","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,,"No"
2550,"Dilsa Cedeño","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,,"No"
2551,"Javier Díaz","MINSA","colombia","4:-72'",2014,,,"No"
2552,"Karina Mirones","MINSA","colombia","4:-72'",2014,,,"No"
2553,"Serafín Sánchez","MINSA","japón","36:138'",2014,,,"No"
2554,"Josip De Lora","MINSA","honduras","15:-86,5'",2014,,,"No"
2555,"Freshny Rodriguez","MINSA","honduras","15:-86,5'",2014,,,"No"
2556,"Cristina Santos","MINSA","alemania","51,5:10,5'",2014,,,"No"
2557,"Zelibeth Valverde","MINSA","suiza","47:8'",2014,,,"No"
2558,"Carlos Galvez","MINSA","suiza","47:8'",2014,,,"No"
2559,"Jaime Velez","MINSA","costa rica","10:-84'",2014,,315,"No"
2560,"Kadim Medina","MINSA","argentina","-34:-64'",2014,,405,"No"
2561,"Idalmis Aguilar","MINSA","argentina","-34:-64'",2014,,405,"No"
2562,"Ana Gonzalez","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,270,"No"
2563,"Arelis Quintero","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,270,"No"
2564,"Reina Roa","MINSA","rusia","60:100'",2014,,2100,"No"
2565,"Gladys Tejada","MINSA","argentina","-34:-64'",2014,,675,"No"
2566,"Mariela Barrera","MINSA","el salvador","13,833333:-88,916667'",2014,,315,"No"
2567,"Freshny Rodriguez","MINSA","nicaragua","13:-85'",2014,,2100,"No"
2568,"Iris Monserrate","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,315,"No"
2569,"Edgar Dominguez","MINSA","el salvador","13,833333:-88,916667'",2014,,420,"No"
2570,"Aurelio Nuñez","MINSA","el salvador","13,833333:-88,916667'",2014,,105,"No"
2571,"Maria Esquivel","MINSA","tailandia","15:100'",2014,,1620,"No"
2572,"Itza Barahona","MINSA","cuba","22:-79,5'",2014,,315,"No"
2573,"Maria De Crespo","MINSA","colombia","4:-72'",2014,,415,"No"
2574,"Indira Credidio","MINSA","méxico","23:-102'",2014,,420,"No"
2575,"Marcos Young","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,1350,"No"
2576,"Miguel Mayo","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,1650,"No"
2577,"Mayra Botacio","MINSA","holanda","52,5:5,75'",2014,,1260,"No"
2578,"Itza Barahona","MINSA","austria","47,333333:13,333333'",2014,,4200,"No"
2579,"Francisco Terrientes","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,3300,"No"
2580,"Luis Vega","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,2700,"No"
2581,"Natasha Dormoi","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,2700,"No"
2582,"Liliana Vargas","MINSA","españa","40:-4'",2014,,3000,"No"
2583,"Aracelis Arosemena","MINSA","costa rica","10:-84'",2014,,630,"No"
2584,"Juan Gomez","MINSA","el salvador","13,833333:-88,916667'",2014,,315,"No"
2585,"Felix Stanziola","MINSA","estados unidos de américa","39,828175:-98,5795'",2014,,675,"No"
2586,"Fanny Castillo","MINSA","méxico","23:-102'",2014,,,"No"
2587,"Lissete Chang","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2588,"Aurelio Nuñez","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2589,"Sandra Vega","MINSA","uruguay","-33:-56'",2014,,,"No"
2590,"Josip De Lora","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2591,"Yariela Ortega","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2592,"Lourdes López","MINSA","perú","-10:-76'",2014,,,"No"
2593,"Glizmarluck Checa","MINSA","perú","-10:-76'",2014,,,"No"
2594,"Noriel Castillo","MINSA","perú","-10:-76'",2014,,,"No"
2595,"Félix Bonilla","MINSA","perú","-10:-76'",2014,,,"No"
2596,"Javier Díaz","MINSA","perú","-10:-76'",2014,,,"No"
2597,"Josip De Lora","MINSA","honduras","15:-86,5'",2014,,,"No"
2598,"Eric Conte","MINSA","el salvador","13,833333:-88,916667'",2014,,,"No"
2599,"Luis Palma","MINSA","el salvador","13,833333:-88,916667'",2014,,,"No"
2600,"Ileana Brea","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2601,"Iris Monserrate","MINSA","puerto rico","18,2482882:-66,4998941'",2014,,,"No"
2602,"Reina Roa","MINSA","uruguay","-33:-56'",2014,,,"No"
2603,"Grimaldo Córdoba","MINSA","uruguay","-33:-56'",2014,,,"No"
2604,"Aurelio Nuñez","MINSA","guatemala","15,5:-90,25'",2014,,,"No"
2605,"Ivonne Navarro","MINSA","costa rica","10:-84'",2014,,,"No"
2606,"Anarella Jaen","MINSA","chile","-30:-71'",2014,,,"No"
2607,"Luis Vega","MINSA","suiza","47:8'",2014,,,"No"
2608,"Francisco Terrientes","MINSA","suiza","47:8'",2014,,,"No"
2609,"Eira Caballero","MINSA","brasil","-10:-55'",2014,,,"No"
2610,"Luis Vega","MINSA","el salvador","13,833333:-88,916667'",2014,,,"No"
2611,"Dilsa Cedeño","MINSA","el salvador","13,833333:-88,916667'",2014,,,"No"
2612,"Reina Roa","MINSA","perú","-10:-76'",2014,,,"No"
2613,"Miguel Mayo","MINSA","perú","-10:-76'",2014,,,"No"
2614,"Jaime Velez","MINSA","españa","40:-4'",2014,,900,"No"
2615,"Luis Vega","MINSA","italia","42,833333:12,833333'",2014,,3000,"No"
2616,"Felix Stanziola","MINSA","colombia","4:-72'",2014,,210,"No"
2617,"Miguel Mayo","MINSA","colombia","4:-72'",2014,,120,"No"
2618,"Maria Esquivel","MINSA","holanda","52,5:5,75'",2014,,1080,"No"
2619,"Maria Esquivel","MINSA","francia","46:2'",2014,,1260,"No"
2620,"Niurka Gonzalez","MINSA","francia","46:2'",2014,,1260,"No"
2621,"Ivonne Navarro","MINSA","nicaragua","13:-85'",2014,,1750,"No"
2622,"Fernando Vizcaino","MINSA","venezuela","8:-66'",2015,,630,"No"
2623,"David Cortez","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"No"
2624,"Reina Roa","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,810,"No"
2625,"Dayara Martinez","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"No"
2626,"Genevieve Epailly","MINSA","uruguay","-33:-56'",2015,,525,"No"
2627,"Ilse Zapata","MINSA","españa","40:-4'",2015,,8400,"No"
2628,"Ricardo Goti","MINSA","el salvador","13,833333:-88,916667'",2015,,315,"No"
2629,"Mitzela Villareal","MINSA","costa rica","10:-84'",2015,,630,"No"
2630,"Jaime Dominguez","MINSA","costa rica","10:-84'",2015,,630,"No"
2631,"Josip De Lora","MINSA","el salvador","13,833333:-88,916667'",2015,,525,"No"
2632,"Edgar Dominguez","MINSA","el salvador","13,833333:-88,916667'",2015,,525,"No"
2633,"Cecilio Tejeira","MINSA","costa rica","10:-84'",2015,,1050,"No"
2634,"Israel Cedeño","MINSA","costa rica","10:-84'",2015,,1050,"No"
2635,"Liliana Santamaria","MINSA","costa rica","10:-84'",2015,,1050,"No"
2636,"Ricardo Raymore","MINSA","costa rica","10:-84'",2015,,1050,"No"
2637,"Francisco Chavez","MINSA","costa rica","10:-84'",2015,,1050,"No"
2638,"Edgardo Villalobos","MINSA","costa rica","10:-84'",2015,,1050,"No"
2639,"Ricardo Mercado","MINSA","costa rica","10:-84'",2015,,1050,"No"
2640,"Fidel Alvarado","MINSA","costa rica","10:-84'",2015,,1050,"No"
2641,"Ramon Castillo","MINSA","costa rica","10:-84'",2015,,1050,"No"
2642,"Ramon Ramon","MINSA","costa rica","10:-84'",2015,,1050,"No"
2643,"Barry Arce","MINSA","costa rica","10:-84'",2015,,1050,"No"
2644,"Julisa Caballero","MINSA","costa rica","10:-84'",2015,,1050,"No"
2645,"Agustin Saldaña","MINSA","costa rica","10:-84'",2015,,1050,"No"
2646,"Hairo Correa","MINSA","costa rica","10:-84'",2015,,1050,"No"
2647,"Anibal Ortiz","MINSA","costa rica","10:-84'",2015,,1050,"No"
2648,"Itzel Slocum","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,810,"No"
2649,"Yeny Carrasco","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"No"
2650,"Odalis Sinisterra","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"No"
2651,"Eira Caballero","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"No"
2652,"Eric Ulloa","MINSA","estados unidos de américa","39,828175:-98,5795'",2015,,405,"No"
2653,"Marggina Aranda","MINSA","brasil","-10:-55'",2015,,540,"No"
2654,"Ileana Brea","MINSA","méxico","23:-102'",2015,,630,"No"
2655,"Reina Roa","MINSA","suiza","47:8'",2015,,1080,"No"
2656,"Maria Esquivel","MINSA","uruguay","-33:-56'",2015,,630,"No"
2657,"Niurka Gonzalez","MINSA","tailandia","15:100'",2015,,1440,"No"
2658,"Yoani Gonzalez","MINSA","uruguay","-33:-56'",2015,,630,"No"
2659,"Franklin Garrido","MINSA","uruguay","-33:-56'",2015,,630,"No"
2660,"Israel Cedeño","MINSA","canadá","60:-96'",2015,,540,"No"
2661,"Edgar Dominguez","MINSA","guatemala","15,5:-90,25'",2015,,1400,"No"
2662,"Josip De Lora","MINSA","guatemala","15,5:-90,25'",2015,,1750,"No"
2663,"Zereth Torres","MINSA","guatemala","15,5:-90,25'",2015,,1750,"No"
2664,"Mariela Zurita","MINSA","guatemala","15,5:-90,25'",2015,,2100,"No"
2665,"Freshny Rodriguez","MINSA","guatemala","15,5:-90,25'",2015,,1750,"No"
2666,"Reina Roa","MINSA","suiza","47:8'",2015,,2880,"No"
2667,"Francisco Terrientes","MINSA","taiwan","24:121'",2015,,1080,"No"
2668,"Miguel Mayo","MINSA","qatar","25,5:51,25'",2015,,1080,"No"
2669,"Francisco Terrientes","MINSA","qatar","25,5:51,25'",2015,,1080,"No"
2670,"Temistocles Diaz","MINSA","qatar","25,5:51,25'",2015,,1080,"No"
2671,"Itza Barahona","MINSA","qatar","25,5:51,25'",2015,,1080,"No"
2672,"Jose Lasso","MINSA","guatemala","15,5:-90,25'",2015,,420,"No"
2673,"Mariela Zurita","MINSA","guatemala","15,5:-90,25'",2015,,2100,"No"
2674,"Freshny Rodriguez","MINSA","guatemala","15,5:-90,25'",2015,,2100,"No"
2675,"Luis Carles","MITRADEL","estados unidos de américa","39,828175:-98,5795'",2015,,2800,"No"
2676,"Rorix Núñez","MITRADEL","estados unidos de américa","39,828175:-98,5795'",2015,,2800,"No"
2677,"Yara González","MITRADEL","estados unidos de américa","39,828175:-98,5795'",2015,,2800,"No"
2678,"Hernando Rodríguez","MITRADEL","perú","-10:-76'",2015,,1260,"No"
2679,"Denis Montenegro","MITRADEL","perú","-10:-76'",2015,,1260,"No"
2680,"Julio Coronado","MITRADEL","perú","-10:-76'",2015,,1260,"No"
2681,"Denis Montenegro","MITRADEL","honduras","15:-86,5'",2015,,1260,"No"
2682,"Gerardo Guerrel","MITRADEL","honduras","15:-86,5'",2015,,1260,"No"
